grid,t_idx,k,out_lines,source
IEEE24,31816,0,[],random
IEEE24,15588,0,[],random
IEEE24,22678,0,[],random
IEEE24,14417,0,[],random
IEEE24,31968,0,[],random
IEEE24,19804,0,[],random
IEEE24,21724,0,[],random
IEEE24,6346,0,[],random
IEEE24,24459,0,[],random
IEEE24,4425,0,[],random
IEEE24,20570,0,[],random
IEEE24,19701,0,[],random
IEEE24,8628,0,[],random
IEEE24,6084,0,[],random
IEEE24,2691,0,[],random
IEEE24,9009,0,[],random
IEEE24,14558,0,[],random
IEEE24,2362,0,[],random
IEEE24,18383,0,[],random
IEEE24,11431,0,[],random
IEEE24,25202,0,[],random
IEEE24,16931,0,[],random
IEEE24,1098,0,[],random
IEEE24,25865,0,[],random
IEEE24,18403,0,[],random
IEEE24,33031,0,[],random
IEEE24,20739,0,[],random
IEEE24,30551,0,[],random
IEEE24,19903,0,[],random
IEEE24,30287,0,[],random
IEEE24,10717,0,[],random
IEEE24,30372,0,[],random
IEEE24,28558,0,[],random
IEEE24,2007,0,[],random
IEEE24,16726,0,[],random
IEEE24,9636,0,[],random
IEEE24,24830,0,[],random
IEEE24,29816,0,[],random
IEEE24,17413,0,[],random
IEEE24,14576,0,[],random
IEEE24,25077,0,[],random
IEEE24,32376,0,[],random
IEEE24,11111,0,[],random
IEEE24,30206,0,[],random
IEEE24,16266,0,[],random
IEEE24,14567,0,[],random
IEEE24,26066,0,[],random
IEEE24,3469,0,[],random
IEEE24,11089,0,[],random
IEEE24,21664,0,[],random
IEEE24,24976,0,[],random
IEEE24,11006,0,[],random
IEEE24,626,0,[],random
IEEE24,20581,0,[],random
IEEE24,9031,0,[],random
IEEE24,26175,0,[],random
IEEE24,24747,0,[],random
IEEE24,16596,0,[],random
IEEE24,29135,0,[],random
IEEE24,34752,0,[],random
IEEE24,17204,0,[],random
IEEE24,5186,0,[],random
IEEE24,3978,0,[],random
IEEE24,2515,0,[],random
IEEE24,7072,0,[],random
IEEE24,14962,0,[],random
IEEE24,14259,0,[],random
IEEE24,8619,0,[],random
IEEE24,2804,0,[],random
IEEE24,7869,0,[],random
IEEE24,4196,0,[],random
IEEE24,27255,0,[],random
IEEE24,21842,0,[],random
IEEE24,4530,0,[],random
IEEE24,21127,0,[],random
