grid,t_idx,k,out_lines,source
IEEE39,23970,0,[],random
IEEE39,1616,0,[],random
IEEE39,9242,0,[],random
IEEE39,1365,0,[],random
IEEE39,20433,0,[],random
IEEE39,22509,0,[],random
IEEE39,32748,0,[],random
IEEE39,21302,0,[],random
IEEE39,22680,0,[],random
IEEE39,33979,0,[],random
IEEE39,20293,0,[],random
IEEE39,24503,0,[],random
IEEE39,19355,0,[],random
IEEE39,24070,0,[],random
IEEE39,17893,0,[],random
IEEE39,887,0,[],random
IEEE39,12989,0,[],random
IEEE39,9529,0,[],random
IEEE39,3616,0,[],random
IEEE39,32846,0,[],random
IEEE39,30510,0,[],random
IEEE39,1414,0,[],random
IEEE39,20794,0,[],random
IEEE39,21116,0,[],random
IEEE39,18648,0,[],random
IEEE39,31191,0,[],random
IEEE39,24811,0,[],random
IEEE39,4632,0,[],random
IEEE39,26576,0,[],random
IEEE39,23558,0,[],random
IEEE39,19994,0,[],random
IEEE39,34652,0,[],random
IEEE39,3148,0,[],random
IEEE39,23816,0,[],random
IEEE39,544,0,[],random
IEEE39,17866,0,[],random
IEEE39,11916,0,[],random
IEEE39,23995,0,[],random
IEEE39,2117,0,[],random
IEEE39,20109,0,[],random
IEEE39,18776,0,[],random
IEEE39,18980,0,[],random
IEEE39,33165,0,[],random
IEEE39,21703,0,[],random
IEEE39,31752,0,[],random
IEEE39,4144,0,[],random
IEEE39,26352,0,[],random
IEEE39,10490,0,[],random
IEEE39,18250,0,[],random
IEEE39,33270,0,[],random
IEEE39,33123,0,[],random
IEEE39,18754,0,[],random
IEEE39,32550,0,[],random
IEEE39,19156,0,[],random
IEEE39,18590,0,[],random
IEEE39,13967,0,[],random
IEEE39,16852,0,[],random
IEEE39,22399,0,[],random
IEEE39,18960,0,[],random
IEEE39,24015,0,[],random
IEEE39,8463,0,[],random
IEEE39,6269,0,[],random
IEEE39,5209,0,[],random
IEEE39,24613,0,[],random
IEEE39,23098,0,[],random
IEEE39,20571,0,[],random
IEEE39,2684,0,[],random
IEEE39,23821,0,[],random
IEEE39,30416,0,[],random
IEEE39,20739,0,[],random
IEEE39,15944,0,[],random
IEEE39,18440,0,[],random
IEEE39,637,0,[],random
IEEE39,1068,0,[],random
IEEE39,22243,0,[],random
IEEE39,19585,0,[],random
IEEE39,3463,0,[],random
IEEE39,19629,0,[],random
IEEE39,11934,0,[],random
IEEE39,8937,0,[],random
IEEE39,20454,0,[],random
IEEE39,19719,0,[],random
IEEE39,180,0,[],random
IEEE39,25995,0,[],random
IEEE39,720,0,[],random
IEEE39,21045,0,[],random
IEEE39,26648,0,[],random
IEEE39,3452,0,[],random
IEEE39,680,0,[],random
IEEE39,11843,0,[],random
IEEE39,6546,0,[],random
IEEE39,23879,0,[],random
IEEE39,28689,0,[],random
IEEE39,21438,0,[],random
IEEE39,19532,0,[],random
IEEE39,18632,0,[],random
IEEE39,29453,0,[],random
IEEE39,18579,0,[],random
IEEE39,9580,0,[],random
IEEE39,15311,0,[],random
IEEE39,14619,0,[],random
IEEE39,162,0,[],random
IEEE39,33498,0,[],random
IEEE39,32798,0,[],random
IEEE39,25419,0,[],random
IEEE39,20097,0,[],random
IEEE39,19795,0,[],random
IEEE39,33458,0,[],random
IEEE39,8909,0,[],random
IEEE39,7421,0,[],random
IEEE39,347,0,[],random
IEEE39,32714,0,[],random
IEEE39,23851,0,[],random
IEEE39,22961,0,[],random
IEEE39,15202,0,[],random
IEEE39,19003,0,[],random
IEEE39,9058,0,[],random
IEEE39,451,0,[],random
IEEE39,23768,0,[],random
IEEE39,25700,0,[],random
IEEE39,34671,0,[],random
IEEE39,25113,0,[],random
IEEE39,23680,0,[],random
IEEE39,10470,0,[],random
IEEE39,25784,0,[],random
IEEE39,5584,0,[],random
IEEE39,19505,0,[],random
IEEE39,8527,0,[],random
IEEE39,21020,0,[],random
IEEE39,32143,0,[],random
IEEE39,16917,0,[],random
IEEE39,10189,0,[],random
IEEE39,28064,0,[],random
IEEE39,15302,0,[],random
IEEE39,458,0,[],random
IEEE39,3222,0,[],random
IEEE39,21155,0,[],random
IEEE39,18969,0,[],random
IEEE39,21722,0,[],random
IEEE39,23149,0,[],random
IEEE39,18396,0,[],random
IEEE39,25214,0,[],random
IEEE39,34067,0,[],random
IEEE39,17092,0,[],random
IEEE39,1586,0,[],random
IEEE39,1731,0,[],random
IEEE39,3534,0,[],random
IEEE39,24629,0,[],random
IEEE39,25707,0,[],random
IEEE39,22611,0,[],random
IEEE39,4017,0,[],random
IEEE39,18581,0,[],random
IEEE39,4308,0,[],random
IEEE39,1932,0,[],random
IEEE39,18302,0,[],random
IEEE39,26435,0,[],random
IEEE39,14622,0,[],random
IEEE39,33871,0,[],random
IEEE39,30632,0,[],random
IEEE39,17482,0,[],random
IEEE39,19547,0,[],random
IEEE39,189,0,[],random
IEEE39,24903,0,[],random
IEEE39,21123,0,[],random
IEEE39,34763,0,[],random
IEEE39,10160,0,[],random
IEEE39,6367,0,[],random
IEEE39,1482,0,[],random
IEEE39,34065,0,[],random
IEEE39,17391,0,[],random
IEEE39,9489,0,[],random
IEEE39,5477,0,[],random
IEEE39,31777,0,[],random
IEEE39,23954,0,[],random
IEEE39,32511,0,[],random
IEEE39,9586,0,[],random
IEEE39,3648,0,[],random
IEEE39,6152,0,[],random
IEEE39,17626,0,[],random
IEEE39,27051,0,[],random
IEEE39,27628,0,[],random
IEEE39,20273,0,[],random
IEEE39,10188,0,[],random
IEEE39,17750,0,[],random
IEEE39,14436,0,[],random
IEEE39,7187,0,[],random
IEEE39,15885,0,[],random
IEEE39,23216,0,[],random
IEEE39,25387,0,[],random
IEEE39,3364,0,[],random
IEEE39,5638,0,[],random
IEEE39,24022,0,[],random
IEEE39,31359,0,[],random
IEEE39,20381,0,[],random
IEEE39,19872,0,[],random
IEEE39,8835,0,[],random
IEEE39,30807,0,[],random
IEEE39,21312,0,[],random
IEEE39,4243,0,[],random
IEEE39,29043,0,[],random
IEEE39,18380,0,[],random
IEEE39,15852,0,[],random
IEEE39,14440,0,[],random
IEEE39,4145,0,[],random
IEEE39,33902,0,[],random
IEEE39,2893,0,[],random
IEEE39,19213,0,[],random
IEEE39,21641,0,[],random
IEEE39,2706,0,[],random
IEEE39,24651,0,[],random
IEEE39,21124,0,[],random
IEEE39,31196,0,[],random
IEEE39,16571,0,[],random
IEEE39,9022,0,[],random
IEEE39,19051,0,[],random
IEEE39,612,0,[],random
IEEE39,31282,0,[],random
IEEE39,32787,0,[],random
IEEE39,31459,0,[],random
IEEE39,5786,0,[],random
IEEE39,19011,0,[],random
IEEE39,34944,0,[],random
IEEE39,28503,0,[],random
IEEE39,17580,0,[],random
IEEE39,18265,0,[],random
IEEE39,1842,0,[],random
IEEE39,5084,0,[],random
IEEE39,9483,0,[],random
IEEE39,14518,0,[],random
IEEE39,17399,0,[],random
IEEE39,21364,0,[],random
IEEE39,10210,0,[],random
IEEE39,26657,0,[],random
IEEE39,617,0,[],random
IEEE39,29411,0,[],random
IEEE39,32990,0,[],random
IEEE39,4824,0,[],random
IEEE39,5356,0,[],random
IEEE39,9145,0,[],random
IEEE39,24805,0,[],random
IEEE39,5846,0,[],random
IEEE39,4027,0,[],random
IEEE39,293,0,[],random
IEEE39,33268,0,[],random
IEEE39,27404,0,[],random
IEEE39,7610,0,[],random
IEEE39,31580,0,[],random
IEEE39,21960,0,[],random
IEEE39,17126,0,[],random
IEEE39,2867,0,[],random
IEEE39,7085,0,[],random
IEEE39,2976,0,[],random
IEEE39,33266,0,[],random
IEEE39,24598,0,[],random
IEEE39,7406,0,[],random
IEEE39,21611,0,[],random
IEEE39,23389,0,[],random
IEEE39,19215,0,[],random
IEEE39,26572,0,[],random
IEEE39,21888,0,[],random
IEEE39,19960,0,[],random
IEEE39,26377,0,[],random
IEEE39,19239,0,[],random
IEEE39,21452,0,[],random
IEEE39,30792,0,[],random
IEEE39,20114,0,[],random
IEEE39,31264,0,[],random
IEEE39,24031,0,[],random
IEEE39,9025,0,[],random
IEEE39,9149,0,[],random
IEEE39,29046,0,[],random
IEEE39,28648,0,[],random
IEEE39,15798,0,[],random
IEEE39,22329,0,[],random
IEEE39,26640,0,[],random
IEEE39,23398,0,[],random
IEEE39,6433,0,[],random
IEEE39,16947,0,[],random
IEEE39,30040,0,[],random
IEEE39,16372,0,[],random
IEEE39,4131,0,[],random
IEEE39,1319,0,[],random
IEEE39,7578,0,[],random
IEEE39,27322,0,[],random
IEEE39,3357,0,[],random
IEEE39,6210,0,[],random
IEEE39,27325,0,[],random
IEEE39,22711,0,[],random
IEEE39,11919,0,[],random
IEEE39,25900,0,[],random
IEEE39,31255,0,[],random
IEEE39,31944,0,[],random
IEEE39,29726,0,[],random
IEEE39,21763,0,[],random
IEEE39,23719,0,[],random
IEEE39,3379,0,[],random
IEEE39,14612,0,[],random
IEEE39,21457,0,[],random
IEEE39,17723,0,[],random
IEEE39,5155,0,[],random
IEEE39,29176,0,[],random
IEEE39,3191,0,[],random
IEEE39,32941,0,[],random
IEEE39,2997,0,[],random
IEEE39,6336,0,[],random
IEEE39,31242,0,[],random
IEEE39,23762,0,[],random
IEEE39,20949,0,[],random
IEEE39,3367,0,[],random
IEEE39,22998,0,[],random
IEEE39,21456,0,[],random
IEEE39,3740,0,[],random
IEEE39,23766,0,[],random
IEEE39,1428,0,[],random
IEEE39,18255,0,[],random
IEEE39,691,0,[],random
IEEE39,19552,0,[],random
IEEE39,17740,0,[],random
IEEE39,8325,0,[],random
IEEE39,27111,0,[],random
IEEE39,23957,0,[],random
IEEE39,27901,0,[],random
IEEE39,7172,0,[],random
IEEE39,21644,0,[],random
IEEE39,4327,0,[],random
IEEE39,20112,0,[],random
IEEE39,31246,0,[],random
IEEE39,24937,0,[],random
IEEE39,9033,0,[],random
IEEE39,5479,0,[],random
IEEE39,27316,0,[],random
IEEE39,1822,0,[],random
IEEE39,306,0,[],random
IEEE39,18002,0,[],random
IEEE39,462,0,[],random
IEEE39,14320,0,[],random
IEEE39,20211,0,[],random
IEEE39,19000,0,[],random
IEEE39,29354,0,[],random
IEEE39,7577,0,[],random
IEEE39,16346,0,[],random
IEEE39,7314,0,[],random
IEEE39,17397,0,[],random
IEEE39,1301,0,[],random
IEEE39,976,0,[],random
IEEE39,21011,0,[],random
IEEE39,27970,0,[],random
IEEE39,7782,0,[],random
IEEE39,33893,0,[],random
IEEE39,2430,0,[],random
IEEE39,21839,0,[],random
IEEE39,16560,0,[],random
IEEE39,3227,0,[],random
IEEE39,21097,0,[],random
IEEE39,17462,0,[],random
IEEE39,14348,0,[],random
IEEE39,22798,0,[],random
IEEE39,1493,0,[],random
IEEE39,32781,0,[],random
IEEE39,3664,0,[],random
IEEE39,9136,0,[],random
IEEE39,34092,0,[],random
IEEE39,22238,0,[],random
IEEE39,3327,0,[],random
IEEE39,20215,0,[],random
IEEE39,21610,0,[],random
IEEE39,32510,0,[],random
IEEE39,28563,0,[],random
IEEE39,7856,0,[],random
IEEE39,31429,0,[],random
IEEE39,6069,0,[],random
IEEE39,15878,0,[],random
IEEE39,21235,0,[],random
IEEE39,23886,0,[],random
IEEE39,16437,0,[],random
IEEE39,24549,0,[],random
IEEE39,78,0,[],random
IEEE39,1631,0,[],random
IEEE39,19083,0,[],random
IEEE39,1683,0,[],random
IEEE39,28569,0,[],random
IEEE39,21471,0,[],random
IEEE39,10175,0,[],random
IEEE39,20870,0,[],random
IEEE39,34046,0,[],random
IEEE39,21150,0,[],random
IEEE39,25180,0,[],random
IEEE39,22301,0,[],random
IEEE39,33668,0,[],random
IEEE39,23751,0,[],random
IEEE39,27392,0,[],random
IEEE39,3650,0,[],random
IEEE39,3076,0,[],random
IEEE39,30106,0,[],random
IEEE39,27142,0,[],random
IEEE39,33125,0,[],random
IEEE39,25020,0,[],random
IEEE39,5194,0,[],random
IEEE39,1127,0,[],random
IEEE39,24938,0,[],random
