grid,t_idx,k,out_lines,source
IEEE118,27326,1,[10],random
IEEE118,12288,2,"[57, 160]",random
IEEE118,16618,0,[],random
IEEE118,4262,0,[],random
IEEE118,10914,1,[53],random
IEEE118,230,1,[136],random
IEEE118,10494,2,"[8, 125]",random
IEEE118,2219,0,[],random
IEEE118,26344,2,"[16, 119]",random
IEEE118,18939,1,[55],random
IEEE118,26625,0,[],random
IEEE118,6596,0,[],random
IEEE118,21544,2,"[23, 113]",random
IEEE118,7347,0,[],random
IEEE118,11799,0,[],random
IEEE118,13590,1,[138],random
IEEE118,8278,0,[],random
IEEE118,22289,1,[24],random
IEEE118,14921,0,[],random
IEEE118,4082,0,[],random
IEEE118,20667,1,[119],random
IEEE118,11458,0,[],random
IEEE118,3586,2,"[15, 135]",random
IEEE118,14047,2,"[67, 125]",random
IEEE118,5980,2,"[97, 173]",random
IEEE118,10032,0,[],random
IEEE118,22872,0,[],random
IEEE118,5055,1,[143],random
IEEE118,2703,2,"[45, 53]",random
IEEE118,5853,2,"[143, 147]",random
IEEE118,12812,2,"[33, 35]",random
IEEE118,6607,0,[],random
IEEE118,27490,1,[19],random
IEEE118,10987,1,[54],random
IEEE118,5667,2,"[10, 64]",random
IEEE118,5834,2,"[73, 105]",random
IEEE118,5593,2,"[52, 138]",random
IEEE118,7692,0,[],random
IEEE118,23564,2,"[125, 128]",random
IEEE118,10123,1,[22],random
IEEE118,20107,2,"[71, 167]",random
IEEE118,6845,2,"[48, 91]",random
IEEE118,14712,1,[153],random
IEEE118,9496,0,[],random
IEEE118,6599,2,"[14, 116]",random
IEEE118,17400,0,[],random
IEEE118,26406,2,"[39, 171]",random
IEEE118,9028,0,[],random
IEEE118,2336,2,"[46, 157]",random
IEEE118,7121,0,[],random
IEEE118,11654,1,[124],random
IEEE118,5108,0,[],random
IEEE118,17404,1,[14],random
IEEE118,19033,0,[],random
IEEE118,14178,1,[158],random
IEEE118,13740,1,[143],random
IEEE118,2004,1,[114],random
IEEE118,18457,2,"[22, 149]",random
IEEE118,15585,0,[],random
IEEE118,20264,2,"[4, 93]",random
IEEE118,5028,2,"[11, 155]",random
IEEE118,7264,1,[79],random
IEEE118,5807,0,[],random
IEEE118,24038,2,"[56, 95]",random
IEEE118,13165,1,[142],random
IEEE118,27869,1,[92],random
IEEE118,23354,1,[70],random
IEEE118,4508,1,[161],random
IEEE118,2964,0,[],random
IEEE118,25574,1,[51],random
IEEE118,27200,2,"[76, 83]",random
IEEE118,7725,2,"[0, 68]",random
IEEE118,13958,1,[103],random
IEEE118,2002,1,[32],random
IEEE118,1489,0,[],random
IEEE118,14,0,[],random
IEEE118,6387,0,[],random
IEEE118,26889,0,[],random
IEEE118,8010,2,"[78, 84]",random
IEEE118,24404,0,[],random
IEEE118,22302,2,"[79, 164]",random
IEEE118,16171,0,[],random
IEEE118,6093,0,[],random
IEEE118,9361,0,[],random
IEEE118,16348,1,[47],random
IEEE118,22979,1,[65],random
IEEE118,9442,0,[],random
IEEE118,10186,2,"[13, 77]",random
IEEE118,27235,2,"[15, 155]",random
IEEE118,13661,1,[106],random
IEEE118,12860,0,[],random
IEEE118,5972,1,[0],random
IEEE118,8505,1,[156],random
IEEE118,13001,1,[47],random
IEEE118,23463,2,"[13, 160]",random
IEEE118,7985,1,[32],random
IEEE118,27793,2,"[60, 115]",random
IEEE118,6984,0,[],random
IEEE118,5903,2,"[50, 154]",random
IEEE118,11704,1,[116],random
IEEE118,12982,2,"[25, 145]",random
IEEE118,13446,0,[],random
IEEE118,9289,2,"[53, 84]",random
IEEE118,13331,2,"[143, 152]",random
IEEE118,10182,1,[28],random
IEEE118,1332,1,[40],random
IEEE118,26227,2,"[47, 133]",random
IEEE118,23644,2,"[9, 109]",random
IEEE118,10425,2,"[46, 93]",random
IEEE118,1763,0,[],random
IEEE118,11649,0,[],random
IEEE118,14614,0,[],random
IEEE118,1788,2,"[16, 63]",random
IEEE118,6911,2,"[53, 140]",random
IEEE118,7819,1,[120],random
IEEE118,18929,1,[133],random
IEEE118,3274,2,"[1, 155]",random
IEEE118,27559,2,"[43, 98]",random
IEEE118,26230,2,"[86, 118]",random
IEEE118,24797,1,[65],random
IEEE118,5146,1,[85],random
IEEE118,9651,2,"[18, 168]",random
IEEE118,12801,0,[],random
